SMALL LoOP,ME1 OP2,SMALL HiOP,BIG LoOP,ME2 OP2,BIG HiOP
-0.023297,-0.008852,-0.012562,-0.017675,0.007853,0.023683999999999997
-0.047363999999999996,-0.052969,-0.057293000000000004,-0.033401,-0.030551,-0.015117
-0.073257,-0.074087,-0.099716,-0.05106,-0.048706,-0.02973
-0.018272,-0.027465000000000003,-0.032605,0.0027329999999999998,-0.004612,-0.004301
-0.05945,-0.058009000000000005,-0.087439,-0.049124999999999995,-0.027456,-0.052646
-0.089746,-0.07571,-0.08381,-0.043103999999999996,-0.014081999999999999,-0.010062
-0.028448,-0.030055000000000002,-0.048642000000000005,-0.017391,-0.015071000000000001,-0.001328
0.133993,0.094932,0.158246,0.072181,0.046574,0.046841999999999995
-0.038915000000000005,-0.04471,-0.047677,-0.016515,-0.028942000000000002,-0.033893
0.094974,0.095618,0.10202,0.077804,0.079988,0.024155000000000003
0.013403,0.0014910000000000001,-0.026704,-9.3e-05,-0.006438,0.002101
-0.17609100000000003,-0.17967,-0.219206,-0.104207,-0.125221,-0.113628
-0.014883,-0.022363,-0.023018,0.043754999999999995,0.038384,-0.0036880000000000003
0.122197,0.09860799999999999,0.088367,0.011794,0.0012970000000000002,-0.015704
0.014597,0.002406,0.003115,0.012641,0.016595,-0.013259
-0.00394,-0.002791,0.004404,-0.059201,-0.026816,-0.011532
-0.063835,-0.048868,-0.04828299999999999,-0.07331599999999999,-0.048519,-0.031386
-0.08183199999999999,-0.074072,-0.063156,-0.096598,-0.035042,-0.016285
-0.025034999999999998,-0.018014,-0.027235,-0.029723000000000003,-0.022165,-0.016134
